,Z,N,A,half_life,half_life_unit,half_life_type,br_alpha,br_alpha_type,half_life_alpha,half_life_alpha_unit,Q_alpha,Q_alpha_unit
184W,74,110,184,STABLE,,,,,,,1649.1074,keV
185W,74,111,185,74.9,d,symmetric,,,,,1590.1709,keV
186W,74,112,186,STABLE,,,,,,,1116.118,keV
194W,74,120,194,,,,,,,,-2035.0,keV
195W,74,121,195,,,,,,,,,
196W,74,122,196,,,,,,,,,
197W,74,123,197,,,,,,,,,
180W,74,106,180,1590000000000000000,y,symmetric,100.0,unreported,1.59e+18,y,2515.269,keV
181W,74,107,181,120.96,d,symmetric,,,,,2221.8846,keV
182W,74,108,182,STABLE,,,,,,,1764.3059,keV
183W,74,109,183,STABLE,,,,,,,1672.4576,keV
176W,74,102,176,2.5,h,symmetric,,,,,3335.7073,keV
177W,74,103,177,132,m,symmetric,,,,,3285.143,keV
178W,74,104,178,21.6,d,symmetric,,,,,3012.6016,keV
179W,74,105,179,37.05,m,symmetric,,,,,2761.6004,keV
174W,74,100,174,34.3,m,symmetric,,,,,3601.851,keV
175W,74,101,175,35.2,m,symmetric,,,,,3373.6349,keV
163W,74,89,163,2.7,s,symmetric,14.0,symmetric,19.285714285714285,s,5519.2516,keV
162W,74,88,162,0.99,s,symmetric,46.0,symmetric,2.152173913043478,s,5678.2669,keV
161W,74,87,161,409,ms,symmetric,73.0,symmetric,560.2739726027397,ms,5922.8816,keV
160W,74,86,160,91,ms,symmetric,87.0,symmetric,104.59770114942529,ms,6065.5256,keV
159W,74,85,159,8.5,ms,symmetric,100.0,approximation,8.5,ms,6450.8877,keV
158W,74,84,158,1.4,ms,symmetric,100.0,unreported,1.4,ms,6612.4547,keV
157W,74,83,157,275,ms,symmetric,,,,,5185.0,keV
173W,74,99,173,7.29,m,symmetric,,,,,3564.5912,keV
172W,74,98,172,6.6,m,symmetric,,,,,3838.4505,keV
171W,74,97,171,2.39,m,symmetric,,,,,3956.7502,keV
170W,74,96,170,2.42,m,symmetric,,,,,4143.2687,keV
169W,74,95,169,70,s,symmetric,,,,,4292.7302,keV
168W,74,94,168,50.9,s,symmetric,0.0032,symmetric,1590625.0,s,4500.51,keV
167W,74,93,167,19.9,s,symmetric,0.04,symmetric,49749.99999999999,s,4751.1923,keV
166W,74,92,166,19.2,s,symmetric,0.035,symmetric,54857.14285714285,s,4856.0389,keV
165W,74,91,165,5.1,s,symmetric,0.1,symmetric,5099.999999999999,s,5029.5853,keV
164W,74,90,164,6.34,s,symmetric,3.8,symmetric,166.8421052631579,s,5278.2763,keV
156W,74,82,156,,,,,,,,,
193Re,75,118,193,,,,,,,,-697.0,keV
194Re,75,119,194,5,s,symmetric,,,,,-965.0,keV
191Re,75,116,191,9.8,m,symmetric,,,,,120.2261,keV
192Re,75,117,192,15.2,s,symmetric,,,,,-104.0,keV
185Re,75,110,185,STABLE,,,,,,,2195.1007,keV
186Re,75,111,186,3.7185,d,asymmetric,,,,,2078.4485,keV
189Re,75,114,189,24.2,h,symmetric,,,,,990.3585,keV
190Re,75,115,190,3,m,symmetric,,,,,599.6717,keV
187Re,75,112,187,41200000000,y,symmetric,,,,,1652.0823,keV
188Re,75,113,188,17.004,h,symmetric,,,,,1397.6565,keV
196Re,75,121,196,3,s,asymmetric,,,,,-1684.0,keV
197Re,75,122,197,,,,,,,,-1966.0,keV
195Re,75,120,195,6,s,symmetric,,,,,-1465.0,keV
198Re,75,123,198,,,,,,,,-2285.0,keV
199Re,75,124,199,,,,,,,,,
182Re,75,107,182,64.2,h,symmetric,,,,,2727.0,keV
183Re,75,108,183,70,d,symmetric,,,,,2122.8775,keV
180Re,75,105,180,2.46,m,symmetric,,,,,3103.0999,keV
181Re,75,106,181,19.95,h,symmetric,,,,,2772.4177,keV
184Re,75,109,184,35.43,d,symmetric,,,,,2288.8955,keV
175Re,75,100,175,5.89,m,symmetric,,,,,4007.0509,keV
178Re,75,103,178,13.2,m,symmetric,,,,,3662.3981,keV
179Re,75,104,179,19.5,m,symmetric,,,,,3399.4248,keV
176Re,75,101,176,5.3,m,symmetric,,,,,3842.1765,keV
177Re,75,102,177,14,m,symmetric,,,,,3702.4523,keV
164Re,75,89,164,0.72,s,symmetric,0.0,limit,,,5926.3426,keV
163Re,75,88,163,390,ms,symmetric,32.0,symmetric,1218.75,ms,6011.9883,keV
162Re,75,87,162,107,ms,symmetric,94.0,symmetric,113.82978723404256,ms,6240.3702,keV
161Re,75,86,161,0.44,ms,symmetric,0.7,symmetric,62.85714285714286,ms,6328.2117,keV
160Re,75,85,160,0.612,ms,symmetric,11.0,symmetric,5.5636363636363635,ms,6697.7533,keV
159Re,75,84,159,,,,,,,,6758.0,keV
174Re,75,99,174,2.38,m,symmetric,,,,,4039.6532,keV
173Re,75,98,173,1.98,m,symmetric,,,,,4311.6495,keV
172Re,75,97,172,15,s,symmetric,,,,,4402.1586,keV
171Re,75,96,171,15.2,s,symmetric,,,,,4675.8637,keV
170Re,75,95,170,9.2,s,symmetric,,,,,4768.8681,keV
169Re,75,94,169,8.1,s,symmetric,0.005,symmetric,161999.99999999997,s,5013.7087,keV
168Re,75,93,168,4.4,s,symmetric,0.005,approximation,88000.0,s,5062.9999,keV
167Re,75,92,167,5.9,s,symmetric,1.0,approximation,590.0,s,5276.0,keV
166Re,75,91,166,2.25,s,symmetric,24.0,limit,9.375,s,5519.1536,keV
165Re,75,90,165,1.6,s,symmetric,14.0,symmetric,11.428571428571429,s,5694.3058,keV
166Os,76,90,166,212,ms,symmetric,83.0,symmetric,255.42168674698797,ms,6142.7746,keV
167Os,76,91,167,839,ms,symmetric,51.0,symmetric,1645.0980392156862,ms,5984.6624,keV
168Os,76,92,168,2.1,s,symmetric,45.0,symmetric,4.666666666666667,s,5815.6444,keV
169Os,76,93,169,3.4,s,symmetric,13.7,symmetric,24.817518248175183,s,5713.4159,keV
170Os,76,94,170,7.4,s,symmetric,9.5,symmetric,77.89473684210526,s,5536.8635,keV
171Os,76,95,171,8.3,s,symmetric,1.8,symmetric,461.1111111111111,s,5371.0583,keV
172Os,76,96,172,19.2,s,symmetric,1.2,symmetric,1600.0,s,5224.3737,keV
173Os,76,97,173,22.4,s,symmetric,0.4,symmetric,5599.999999999999,s,5054.7005,keV
174Os,76,98,174,44,s,symmetric,0.02,asymmetric,220000.0,s,4870.5053,keV
175Os,76,99,175,1.4,m,symmetric,,,,,4555.819,keV
161Os,76,85,161,0.64,ms,symmetric,100.0,approximation,0.64,ms,7068.8572,keV
162Os,76,86,162,2.1,ms,symmetric,100.0,approximation,2.1,ms,6767.7834,keV
163Os,76,87,163,5.8,ms,symmetric,100.0,approximation,5.8,ms,6672.5656,keV
164Os,76,88,164,21,ms,symmetric,96.0,asymmetric,21.875,ms,6479.4339,keV
165Os,76,89,165,71,ms,symmetric,90.0,symmetric,78.88888888888889,ms,6335.4935,keV
202Os,76,126,202,,,,,,,,,
203Os,76,127,203,,,,,,,,,
196Os,76,120,196,34.9,m,symmetric,,,,,-1082.0,keV
197Os,76,121,197,93,s,symmetric,,,,,-1315.0,keV
198Os,76,122,198,125,s,symmetric,,,,,-1615.0,keV
199Os,76,123,199,5,s,asymmetric,,,,,-1955.0,keV
200Os,76,124,200,6,s,asymmetric,,,,,-2235.0,keV
201Os,76,125,201,,,,,,,,-2394.0,keV
191Os,76,115,191,15,d,symmetric,,,,,1083.8887,keV
192Os,76,116,192,STABLE,,,,,,,360.6614,keV
193Os,76,117,193,29.83,h,symmetric,,,,,-10.0,keV
194Os,76,118,194,6,y,symmetric,,,,,-491.2599,keV
195Os,76,119,195,6.4,m,symmetric,,,,,-760.3359,keV
186Os,76,110,186,2000000000000000,y,symmetric,100.0,unreported,2000000000000000.0,y,2821.1964,keV
187Os,76,111,187,STABLE,,,,,,,2721.7317,keV
188Os,76,112,188,STABLE,,,,,,,2143.2356,keV
189Os,76,113,189,STABLE,,,,,,,1976.1535,keV
190Os,76,114,190,STABLE,,,,,,,1375.8612,keV
180Os,76,104,180,21.5,m,symmetric,,,,,3860.4949,keV
181Os,76,105,181,106,m,symmetric,,,,,3726.8471,keV
182Os,76,106,182,22.04,h,symmetric,,,,,3373.0407,keV
183Os,76,107,183,13,h,symmetric,,,,,3206.571,keV
184Os,76,108,184,11200000000000,y,symmetric,100.0,approximation,11200000000000.0,y,2958.7617,keV
185Os,76,109,185,92.95,d,symmetric,,,,,3003.1208,keV
176Os,76,100,176,3.6,m,symmetric,,,,,4541.0909,keV
177Os,76,101,177,3,m,symmetric,,,,,4346.0242,keV
178Os,76,102,178,5,m,symmetric,,,,,4257.9345,keV
179Os,76,103,179,6.3,m,symmetric,,,,,4187.747,keV
160Os,76,84,160,,,,,,,,,
200Ir,77,123,200,43,s,symmetric,,,,,-1635.0,keV
201Ir,77,124,201,21,s,symmetric,,,,,-1914.0,keV
198Ir,77,121,198,9.1,s,symmetric,,,,,-875.0,keV
199Ir,77,122,199,6,s,symmetric,,,,,-1263.0,keV
197Ir,77,120,197,5.8,m,symmetric,,,,,-457.3975,keV
204Ir,77,127,204,,,,,,,,,
205Ir,77,128,205,,,,,,,,,
202Ir,77,125,202,11,s,symmetric,,,,,-2075.0,keV
203Ir,77,126,203,,,,,,,,-2065.0,keV
189Ir,77,112,189,13.2,d,symmetric,,,,,2944.4793,keV
190Ir,77,113,190,11.78,d,symmetric,,,,,2748.79,keV
187Ir,77,110,187,10.5,h,symmetric,,,,,3835.3702,keV
188Ir,77,111,188,41.5,h,symmetric,,,,,3449.948,keV
195Ir,77,118,195,2.29,h,symmetric,,,,,233.1739,keV
196Ir,77,119,196,51.9,s,symmetric,,,,,-271.6095,keV
193Ir,77,116,193,STABLE,,,,,,,1017.8763,keV
194Ir,77,117,194,19.2,h,symmetric,,,,,626.3225,keV
191Ir,77,114,191,STABLE,,,,,,,2082.8062,keV
192Ir,77,115,192,73.826,d,symmetric,,,,,1756.3336,keV
178Ir,77,101,178,12,s,symmetric,,,,,4993.8714,keV
179Ir,77,102,179,79,s,symmetric,,,,,4781.6767,keV
177Ir,77,100,177,30,s,symmetric,0.06,symmetric,50000.00000000001,s,5081.5294,keV
186Ir,77,109,186,16.64,h,symmetric,,,,,3848.8777,keV
184Ir,77,107,184,3.09,h,symmetric,,,,,3801.5924,keV
185Ir,77,108,185,14.4,h,symmetric,,,,,3756.9382,keV
182Ir,77,105,182,15,m,symmetric,,,,,4176.8591,keV
183Ir,77,106,183,58,m,symmetric,,,,,3957.2578,keV
180Ir,77,103,180,1.5,m,symmetric,,,,,4660.4446,keV
181Ir,77,104,181,4.9,m,symmetric,,,,,4381.224,keV
167Ir,77,90,167,30,ms,symmetric,44.0,symmetric,68.18181818181819,ms,6504.8887,keV
168Ir,77,91,168,222,ms,asymmetric,100.0,limit,222.0,ms,6381.295,keV
169Ir,77,92,169,353,ms,symmetric,53.0,symmetric,666.0377358490566,ms,6141.0216,keV
170Ir,77,93,170,0.87,s,asymmetric,5.2,symmetric,16.73076923076923,s,6230.0,keV
171Ir,77,94,171,3.2,s,asymmetric,15.0,symmetric,21.333333333333336,s,5997.0,keV
172Ir,77,95,172,4.4,s,symmetric,2.0,approximation,220.0,s,5990.5999,keV
173Ir,77,96,173,9,s,symmetric,3.5,symmetric,257.1428571428571,s,5715.8754,keV
174Ir,77,97,174,7.9,s,symmetric,0.5,symmetric,1580.0,s,5693.1435,keV
175Ir,77,98,175,8.9,s,symmetric,0.85,symmetric,1047.0588235294117,s,5430.8581,keV
176Ir,77,99,176,8.9,s,symmetric,3.1,symmetric,287.0967741935484,s,5260.0002,keV
163Ir,77,86,163,,,,,,,,7069.0,keV
164Ir,77,87,164,,,,,,,,6970.0,keV
165Ir,77,88,165,1,us,limit,,,,,6823.0,keV
166Ir,77,89,166,11.7,ms,symmetric,93.0,symmetric,12.58064516129032,ms,6722.3507,keV
208Pt,78,130,208,,,,,,,,,
178Pt,78,100,178,21,s,symmetric,7.7,symmetric,272.72727272727275,s,5572.9819,keV
179Pt,78,101,179,21.2,s,symmetric,0.24,symmetric,8833.333333333334,s,5412.3174,keV
184Pt,78,106,184,17.3,m,symmetric,0.0017,symmetric,1017647.0588235295,m,4598.7954,keV
185Pt,78,107,185,70.9,m,symmetric,0.005,symmetric,1418000.0,m,4436.9081,keV
186Pt,78,108,186,2.08,h,symmetric,0.00014,approximation,1485714.285714286,h,4319.7459,keV
187Pt,78,109,187,2.35,h,symmetric,,,,,4553.4825,keV
180Pt,78,102,180,56,s,symmetric,0.52,symmetric,10769.23076923077,s,5276.3933,keV
181Pt,78,103,181,52,s,symmetric,0.074,symmetric,70270.27027027027,s,5150.0349,keV
182Pt,78,104,182,2.7,m,symmetric,0.038,symmetric,7105.263157894738,m,4950.9069,keV
183Pt,78,105,183,6.5,m,symmetric,0.0096,symmetric,67708.33333333334,m,4822.0248,keV
188Pt,78,110,188,10.2,d,symmetric,2.6e-05,symmetric,39230769.23076923,d,4006.6799,keV
189Pt,78,111,189,10.89,h,symmetric,,,,,3911.587,keV
190Pt,78,112,190,489669354359,y,symmetric,100.0,unreported,489669354359.0,y,3268.6121,keV
195Pt,78,117,195,STABLE,,,,,,,1176.4449,keV
196Pt,78,118,196,STABLE,,,,,,,812.8492,keV
197Pt,78,119,197,19.8915,h,symmetric,,,,,549.7104,keV
191Pt,78,113,191,2.86,d,symmetric,,,,,3095.7631,keV
192Pt,78,114,192,STABLE,,,,,,,2423.86,keV
193Pt,78,115,193,50,y,symmetric,,,,,2082.2089,keV
194Pt,78,116,194,STABLE,,,,,,,1522.8078,keV
198Pt,78,120,198,STABLE,,,,,,,106.2426,keV
199Pt,78,121,199,30.51,m,symmetric,,,,,-302.0194,keV
200Pt,78,122,200,12.6,h,symmetric,,,,,-746.9711,keV
201Pt,78,123,201,2.5,m,symmetric,,,,,-1086.0,keV
206Pt,78,128,206,,,,,,,,865.0,keV
207Pt,78,129,207,,,,,,,,706.0,keV
202Pt,78,124,202,44,h,symmetric,,,,,-1517.0,keV
203Pt,78,125,203,22,s,symmetric,,,,,-1665.0,keV
204Pt,78,126,204,10.7,s,symmetric,,,,,-1495.0,keV
205Pt,78,127,205,,,,,,,,-405.0,keV
166Pt,78,88,166,280,us,asymmetric,100.0,unreported,280.0,us,7292.2662,keV
165Pt,78,87,165,260,us,asymmetric,100.0,approximation,260.0,us,7453.005,keV
167Pt,78,89,167,0.9,ms,symmetric,100.0,symmetric,0.9,ms,7158.0892,keV
169Pt,78,91,169,6.99,ms,symmetric,100.0,approximation,6.99,ms,6857.6107,keV
168Pt,78,90,168,2.02,ms,symmetric,100.0,approximation,2.02,ms,6989.7297,keV
171Pt,78,93,171,46,ms,symmetric,90.0,symmetric,51.11111111111111,ms,6607.3757,keV
170Pt,78,92,170,13.9,ms,symmetric,100.0,approximation,13.9,ms,6707.4081,keV
173Pt,78,95,173,374,ms,symmetric,84.0,symmetric,445.23809523809524,ms,6361.3102,keV
172Pt,78,94,172,97.4,ms,symmetric,97.0,symmetric,100.41237113402063,ms,6463.409,keV
175Pt,78,97,175,2.43,s,symmetric,64.0,symmetric,3.796875,s,6163.6377,keV
174Pt,78,96,174,0.868,s,symmetric,75.0,symmetric,1.1573333333333333,s,6183.1682,keV
177Pt,78,99,177,10,s,symmetric,5.7,symmetric,175.43859649122805,s,5642.8977,keV
176Pt,78,98,176,6.32,s,symmetric,40.0,symmetric,15.8,s,5884.8064,keV
169Au,79,90,169,,,,,,,,7382.0,keV
171Au,79,92,171,22,us,asymmetric,,,,,7085.2291,keV
170Au,79,91,170,0.29,ms,asymmetric,11.0,symmetric,2.6363636363636362,ms,7177.3107,keV
173Au,79,94,173,26.3,ms,symmetric,94.0,asymmetric,27.978723404255323,ms,6836.4832,keV
172Au,79,93,172,22,ms,asymmetric,100.0,approximation,22.0,ms,6923.3037,keV
175Au,79,96,175,201,ms,symmetric,90.0,symmetric,223.33333333333331,ms,6583.4278,keV
174Au,79,95,174,139,ms,symmetric,90.0,symmetric,154.44444444444443,ms,6699.2937,keV
177Au,79,98,177,1.454,s,symmetric,54.0,symmetric,2.692592592592592,s,6297.8037,keV
176Au,79,97,176,1.05,s,symmetric,58.0,symmetric,1.810344827586207,s,6433.4907,keV
178Au,79,99,178,3.4,s,symmetric,16.0,symmetric,21.25,s,6057.9921,keV
168Au,79,89,168,,,,,,,,7588.0,keV
188Au,79,109,188,8.84,m,symmetric,,,,,4814.6247,keV
179Au,79,100,179,7.2,s,symmetric,22.0,symmetric,32.72727272727273,s,5981.0233,keV
182Au,79,103,182,15.5,s,symmetric,0.13,symmetric,11923.076923076924,s,5525.4222,keV
183Au,79,104,183,42.8,s,symmetric,0.55,symmetric,7781.81818181818,s,5465.3158,keV
180Au,79,101,180,7.9,s,symmetric,0.58,symmetric,1362.0689655172416,s,5831.3605,keV
181Au,79,102,181,13.7,s,symmetric,2.7,symmetric,507.40740740740733,s,5751.3689,keV
186Au,79,107,186,10.7,m,symmetric,0.0008,symmetric,1337500.0,m,4911.9106,keV
187Au,79,108,187,8.3,m,symmetric,,,,,4748.4422,keV
184Au,79,105,184,21,s,symmetric,0.016,limit,131250.0,s,5233.8999,keV
185Au,79,106,185,4.3,m,symmetric,0.26,symmetric,1653.8461538461538,m,5179.9695,keV
189Au,79,110,189,28.7,m,symmetric,,,,,4328.6837,keV
190Au,79,111,190,42.8,m,symmetric,,,,,3913.8945,keV
193Au,79,114,193,17.65,h,symmetric,,,,,2619.9072,keV
194Au,79,115,194,38.06,h,symmetric,,,,,2116.7489,keV
191Au,79,112,191,3.18,h,symmetric,,,,,3326.5503,keV
192Au,79,113,192,4.94,h,symmetric,,,,,3147.8557,keV
197Au,79,118,197,STABLE,,,,,,,971.6373,keV
198Au,79,119,198,2.69469,d,symmetric,,,,,526.0677,keV
195Au,79,116,195,186.01,d,symmetric,,,,,1716.8497,keV
196Au,79,117,196,6.156,d,symmetric,,,,,1271.9973,keV
200Au,79,121,200,48.4,m,symmetric,,,,,-229.488,keV
201Au,79,122,201,26,m,symmetric,,,,,-561.4987,keV
199Au,79,120,199,3.135,d,symmetric,,,,,173.6501,keV
204Au,79,125,204,38.4,s,symmetric,,,,,-1245.0,keV
205Au,79,126,205,32,s,symmetric,,,,,-1155.0,keV
202Au,79,123,202,28.4,s,symmetric,,,,,-1068.0,keV
203Au,79,124,203,60,s,symmetric,,,,,-1169.8255,keV
208Au,79,129,208,,,,,,,,1235.0,keV
206Au,79,127,206,47,s,symmetric,,,,,25.0,keV
207Au,79,128,207,,,,,,,,1305.0,keV
209Au,79,130,209,,,,,,,,945.0,keV
210Au,79,131,210,,,,,,,,,
170Hg,80,90,170,80,us,asymmetric,100.0,symmetric,80.0,us,7773.23,keV
174Hg,80,94,174,1.9,ms,asymmetric,100.0,approximation,1.9,ms,7233.2692,keV
173Hg,80,93,173,0.8,ms,symmetric,100.0,approximation,0.8,ms,7378.0245,keV
172Hg,80,92,172,231,us,symmetric,100.0,approximation,231.0,us,7523.8007,keV
171Hg,80,91,171,59,us,asymmetric,100.0,approximation,59.0,us,7667.6865,keV
178Hg,80,98,178,266,ms,symmetric,89.0,symmetric,298.87640449438203,ms,6577.346,keV
177Hg,80,97,177,117,ms,symmetric,100.0,unreported,117.0,ms,6736.0198,keV
176Hg,80,96,176,20,ms,symmetric,94.0,asymmetric,21.27659574468085,ms,6897.1154,keV
175Hg,80,95,175,10.2,ms,symmetric,100.0,symmetric,10.2,ms,7072.2101,keV
179Hg,80,99,179,1.05,s,symmetric,75.0,symmetric,1.4000000000000001,s,6350.8448,keV
183Hg,80,103,183,8.9,s,symmetric,23.6,symmetric,37.71186440677966,s,6038.556,keV
184Hg,80,104,184,30.9,s,symmetric,1.11,symmetric,2783.7837837837837,s,5660.1723,keV
185Hg,80,105,185,48.2,s,symmetric,6.0,symmetric,803.3333333333334,s,5772.9305,keV
186Hg,80,106,186,1.38,m,symmetric,0.016,symmetric,8624.999999999998,m,5204.4457,keV
187Hg,80,107,187,1.9,m,symmetric,,,,,5229.7718,keV
188Hg,80,108,188,3.25,m,symmetric,3.7e-05,symmetric,8783783.783783784,m,4709.2193,keV
189Hg,80,109,189,8,m,symmetric,,,,,4636.8499,keV
190Hg,80,110,190,20,m,symmetric,,,,,4068.9065,keV
191Hg,80,111,191,49,m,symmetric,,,,,3668.5968,keV
192Hg,80,112,192,4.85,h,symmetric,,,,,3384.5726,keV
193Hg,80,113,193,3.8,h,symmetric,,,,,2982.3243,keV
194Hg,80,114,194,447,y,symmetric,,,,,2697.6359,keV
195Hg,80,115,195,10.68,h,symmetric,,,,,2260.0784,keV
196Hg,80,116,196,STABLE,,,,,,,2037.6656,keV
197Hg,80,117,197,64.96,h,symmetric,,,,,1514.5303,keV
198Hg,80,118,198,STABLE,,,,,,,1380.8702,keV
199Hg,80,119,199,STABLE,,,,,,,822.8961,keV
200Hg,80,120,200,STABLE,,,,,,,716.3547,keV
201Hg,80,121,201,STABLE,,,,,,,332.3295,keV
202Hg,80,122,202,STABLE,,,,,,,133.7923,keV
203Hg,80,123,203,46.612,d,symmetric,,,,,-305.4191,keV
204Hg,80,124,204,STABLE,,,,,,,-515.8858,keV
180Hg,80,100,180,2.58,s,symmetric,48.0,symmetric,5.375,s,6258.4894,keV
181Hg,80,101,181,3.6,s,symmetric,24.0,symmetric,15.000000000000002,s,6284.3935,keV
182Hg,80,102,182,10.88,s,symmetric,13.8,symmetric,78.84057971014492,s,5995.6845,keV
205Hg,80,125,205,5.1,m,symmetric,,,,,-971.9289,keV
206Hg,80,126,206,8.32,m,symmetric,,,,,-678.5156,keV
207Hg,80,127,207,2.9,m,symmetric,,,,,598.0,keV
208Hg,80,128,208,135,s,symmetric,,,,,1930.0,keV
209Hg,80,129,209,6.3,s,symmetric,,,,,1785.0,keV
210Hg,80,130,210,63.7,s,symmetric,,,,,1515.0,keV
211Hg,80,131,211,26.4,s,symmetric,,,,,1324.0,keV
212Hg,80,132,212,,,,,,,,1095.0,keV
213Hg,80,133,213,,,,,,,,,
214Hg,80,134,214,,,,,,,,,
215Hg,80,135,215,,,,,,,,,
216Hg,80,136,216,,,,,,,,,
192Tl,81,111,192,9.6,m,symmetric,,,,,4074.1501,keV
193Tl,81,112,193,21.6,m,symmetric,,,,,3679.8238,keV
191Tl,81,110,191,,,,,,,,4320.9137,keV
189Tl,81,108,189,2.3,m,symmetric,,,,,4817.1285,keV
190Tl,81,109,190,2.8,m,symmetric,,,,,4923.7044,keV
187Tl,81,106,187,51,s,approximation,,,,,5321.9796,keV
188Tl,81,107,188,71,s,symmetric,,,,,5557.3954,keV
185Tl,81,104,185,19.5,s,symmetric,,,,,5688.4793,keV
186Tl,81,105,186,3.4,s,asymmetric,0.0,limit,,,5996.1199,keV
183Tl,81,102,183,6.9,s,symmetric,,,,,5976.3946,keV
184Tl,81,103,184,9.5,s,symmetric,1.22,symmetric,778.688524590164,s,6317.3754,keV
203Tl,81,122,203,STABLE,,,,,,,907.5272,keV
204Tl,81,123,204,3.7833,y,symmetric,,,,,469.1081,keV
201Tl,81,120,201,3.0421,d,symmetric,,,,,1534.0571,keV
202Tl,81,121,202,12.4706,d,symmetric,,,,,1175.4578,keV
200Tl,81,119,200,26.1,h,symmetric,,,,,1666.5746,keV
198Tl,81,117,198,5.3,h,symmetric,,,,,2258.2809,keV
199Tl,81,118,199,7.42,h,symmetric,,,,,2082.7481,keV
196Tl,81,115,196,1.84,h,symmetric,,,,,2850.6697,keV
197Tl,81,116,197,2.83,h,symmetric,,,,,2625.6917,keV
194Tl,81,113,194,33.3,m,symmetric,,,,,3471.1265,keV
195Tl,81,114,195,1.15,h,symmetric,,,,,3217.7026,keV
181Tl,81,100,181,2.9,s,symmetric,8.6,symmetric,33.72093023255814,s,6322.0712,keV
182Tl,81,101,182,1.9,s,symmetric,0.5,limit,380.0,s,6550.8999,keV
214Tl,81,133,214,11,s,symmetric,,,,,1360.0,keV
215Tl,81,134,215,9.7,s,symmetric,,,,,,
212Tl,81,131,212,30.9,s,symmetric,,,,,1934.0,keV
213Tl,81,132,213,23.8,s,symmetric,,,,,1589.0,keV
211Tl,81,130,211,79.6,s,asymmetric,,,,,2138.0,keV
209Tl,81,128,209,2.162,m,symmetric,,,,,2501.0,keV
210Tl,81,129,210,1.3,m,symmetric,,,,,2518.0,keV
207Tl,81,126,207,4.77,m,symmetric,,,,,-315.9084,keV
208Tl,81,127,208,3.053,m,symmetric,,,,,1215.0,keV
205Tl,81,124,205,STABLE,,,,,,,154.9875,keV
206Tl,81,125,206,4.202,m,symmetric,,,,,-325.2275,keV
218Tl,81,137,218,,,,,,,,,
216Tl,81,135,216,5.9,s,symmetric,,,,,,
217Tl,81,136,217,,,,,,,,,
176Tl,81,95,176,5.2,ms,asymmetric,,,,,7477.8231,keV
177Tl,81,96,177,18,ms,symmetric,73.0,symmetric,24.65753424657534,ms,7066.9981,keV
178Tl,81,97,178,254,ms,asymmetric,62.0,symmetric,409.6774193548387,ms,7020.0433,keV
179Tl,81,98,179,426,ms,symmetric,60.0,symmetric,710.0,ms,6709.1387,keV
180Tl,81,99,180,1.09,s,symmetric,6.0,symmetric,18.166666666666668,s,6705.6128,keV
178Pb,82,96,178,0.2,ms,asymmetric,100.0,approximation,0.2,ms,7789.4724,keV
179Pb,82,97,179,2.7,ms,symmetric,100.0,approximation,2.7,ms,7596.1352,keV
180Pb,82,98,180,4.1,ms,symmetric,100.0,approximation,4.1,ms,7418.6542,keV
181Pb,82,99,181,36,ms,symmetric,100.0,approximation,36.0,ms,7240.276,keV
198Pb,82,116,198,2.4,h,symmetric,,,,,3691.5934,keV
199Pb,82,117,199,90,m,symmetric,,,,,3356.6915,keV
200Pb,82,118,200,21.5,h,symmetric,,,,,3150.1704,keV
201Pb,82,119,201,9.33,h,symmetric,,,,,2844.2822,keV
194Pb,82,112,194,10.7,m,symmetric,7.3e-06,symmetric,146575342.4657534,m,4737.843,keV
195Pb,82,113,195,15,m,approximation,,,,,4428.8935,keV
196Pb,82,114,196,37,m,symmetric,3e-05,limit,123333333.33333334,m,4238.3307,keV
197Pb,82,115,197,8.1,m,symmetric,,,,,3891.8643,keV
202Pb,82,120,202,52500,y,symmetric,,,,,2588.7914,keV
203Pb,82,121,203,51.93,h,symmetric,,,,,2334.6679,keV
204Pb,82,122,204,STABLE,,,,,,,1968.5365,keV
187Pb,82,105,187,15.2,s,symmetric,9.5,symmetric,160.0,s,6392.7844,keV
188Pb,82,106,188,25.5,s,symmetric,8.5,symmetric,300.0,s,6108.8469,keV
189Pb,82,107,189,39,s,symmetric,0.4,limit,9750.0,s,5914.7158,keV
190Pb,82,108,190,71,s,symmetric,0.4,symmetric,17750.0,s,5697.5361,keV
183Pb,82,101,183,535,ms,symmetric,100.0,approximation,535.0,ms,6927.9999,keV
184Pb,82,102,184,490,ms,symmetric,80.0,symmetric,612.5,ms,6774.0111,keV
185Pb,82,103,185,6.3,s,symmetric,34.0,symmetric,18.52941176470588,s,6694.9999,keV
186Pb,82,104,186,4.82,s,symmetric,40.0,symmetric,12.05,s,6471.0721,keV
191Pb,82,109,191,1.33,m,symmetric,0.051,symmetric,2607.8431372549026,m,5402.3497,keV
192Pb,82,110,192,3.5,m,symmetric,0.0059,symmetric,59322.03389830509,m,5221.5895,keV
193Pb,82,111,193,,,,,,,,4972.2075,keV
182Pb,82,100,182,55,ms,symmetric,100.0,approximation,55.0,ms,7065.8734,keV
220Pb,82,138,220,,,,,,,,785.0,keV
216Pb,82,134,216,99.4,s,symmetric,,,,,2065.0,keV
217Pb,82,135,217,19.9,s,symmetric,,,,,1635.0,keV
218Pb,82,136,218,15,s,symmetric,,,,,1434.0,keV
219Pb,82,137,219,,,,,,,,1085.0,keV
209Pb,82,127,209,3.235,h,symmetric,,,,,2248.2291,keV
